,url,property_name,city,rent_updated,n_bed,n_bath,sq_ft_updated,walkscore,allow_pet,minimum_lease,onsite_parking,pool,fitness_center,elevator,kitchen_features,security_system,washer_dryer,internet,air_conditioning,furnished,rent_range,sq_ft_range
0,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,2545.0,0,1.0,576.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
7,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,3070.0,1,1.0,881.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
9,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,3229.0,1,1.0,922.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
14,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,3460.0,2,2.0,1131.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
15,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,3496.0,2,2.0,1092.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
16,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,3573.0,2,2.0,1159.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
22,https://www.apartments.com/aya-fremont-ca/wxez1gh/,AYA,Fremont,4093.0,3,2.0,1489.0,22.0,1,12,1,1,1,1,11,1,1,1,1,0,0,0
24,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2330.0,0,1.0,674.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
25,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2712.0,1,1.0,694.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
26,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2720.0,1,1.0,648.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
27,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2745.0,1,1.0,704.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
28,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2795.0,1,1.0,730.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
29,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,2987.0,1,1.0,750.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
30,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3245.0,1,1.5,1014.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
31,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3640.0,1,1.0,1221.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
32,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3258.0,2,2.0,1086.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
33,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3396.0,2,2.0,1011.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
34,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3533.0,2,2.0,1017.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
35,https://www.apartments.com/pierside-north-oceanside-ca/nvnqpjm/,Pierside North,Oceanside,3577.0,2,2.0,1033.0,94.0,1,12,1,1,1,0,3,0,0,0,1,0,0,0
36,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2225.0,0,1.0,521.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
37,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2235.0,0,1.0,575.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
38,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2255.0,0,1.0,548.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
39,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2935.0,1,1.0,859.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
40,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2965.0,1,1.0,820.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
41,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,2985.0,1,1.0,837.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
42,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3295.0,1,1.0,872.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
43,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3655.0,1,1.0,840.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
44,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4386.0,2,2.0,1458.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
45,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3264.0,2,2.0,1114.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
46,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3297.0,2,2.0,1075.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
47,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3352.0,2,2.0,1096.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
48,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3363.0,2,2.0,1053.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
49,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3379.0,2,2.0,1125.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
50,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3550.0,2,2.0,1113.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
51,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3555.0,2,2.0,1121.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
52,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3610.0,2,2.0,1149.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
53,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3863.0,2,2.0,1114.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
54,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,3918.0,2,2.0,1200.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
55,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4056.0,2,2.0,1269.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
56,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4133.0,2,2.0,1173.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
57,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4215.0,2,2.0,1281.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
58,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4512.0,2,2.0,1286.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
59,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,4903.0,2,2.0,1461.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
60,https://www.apartments.com/pierside-south-oceanside-ca/2jc1knb/,Pierside South,Oceanside,5282.0,2,2.0,1477.0,94.0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
61,https://www.apartments.com/camden-sierra-at-otay-ranch-chula-vista-ca/2fg6ks9/,Camden Sierra at Otay Ranch,Chula Vista,1981.0,1,1.0,720.0,42.0,1,12,1,1,1,0,4,0,1,1,1,0,0,0
62,https://www.apartments.com/camden-sierra-at-otay-ranch-chula-vista-ca/2fg6ks9/,Camden Sierra at Otay Ranch,Chula Vista,1981.0,1,1.0,825.0,42.0,1,12,1,1,1,0,4,0,1,1,1,0,0,0
65,https://www.apartments.com/camden-sierra-at-otay-ranch-chula-vista-ca/2fg6ks9/,Camden Sierra at Otay Ranch,Chula Vista,2944.0,3,2.0,1300.0,42.0,1,12,1,1,1,0,4,0,1,1,1,0,0,0
66,https://www.apartments.com/highline-santee-ca/hw8hpc1/,Highline,Santee,1595.0,1,1.0,640.0,37.0,1,12,1,1,0,0,5,1,1,1,1,0,0,0
71,https://www.apartments.com/ellington-apartments-davis-ca/3b3by1e/,ELLINGTON APARTMENTS,Davis,2700.0,3,2.0,1251.0,47.0,1,10,1,1,1,0,6,1,1,1,1,0,0,0
83,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,1835.0,0,1.0,508.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
87,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,1695.0,0,1.0,521.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
88,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,1855.0,0,1.0,530.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
92,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,2390.0,1,1.0,655.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
97,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,2175.0,1,1.0,515.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
98,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,2260.0,1,1.0,617.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
103,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,3215.0,2,2.0,1108.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
105,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,3330.0,2,2.0,1111.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
107,https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,WILCO,Los Angeles,2705.0,2,2.0,859.0,96.0,1,12,0,1,1,0,9,1,1,1,0,0,0,0
109,https://www.apartments.com/mark-hopkins-san-francisco-ca/r8l9h01/,MARK HOPKINS,San Francisco,2800.0,1,1.0,465.0,98.0,0,1,0,0,1,1,6,1,0,1,0,0,0,0
114,https://www.apartments.com/webster-eleven-oakland-ca/9p808r5/,Webster Eleven,Oakland,3035.0,1,1.0,622.0,100.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0
118,https://www.apartments.com/6179-montezuma-rd-san-diego-ca/8824qt3/,6179 Montezuma Rd,San Diego,3200.0,3,2.0,1400.0,75.0,0,12,0,0,0,0,3,0,0,0,0,0,0,0
119,https://www.apartments.com/synergysilconvalley-mountain-view-ca/7jqwyfy/,Synergy@SilconValley,Mountain View,1995.0,1,1.0,510.0,83.0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
120,https://www.apartments.com/synergysilconvalley-mountain-view-ca/7jqwyfy/,Synergy@SilconValley,Mountain View,2495.0,2,1.0,930.0,83.0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
121,https://www.apartments.com/lone-oak-apartments-mountain-view-ca/y6bhesv/,Lone Oak Apartments,Mountain View,1795.0,0,1.0,450.0,82.0,0,12,0,0,0,0,3,0,0,1,0,0,0,0
122,https://www.apartments.com/lone-oak-apartments-mountain-view-ca/y6bhesv/,Lone Oak Apartments,Mountain View,2195.0,1,1.0,650.0,82.0,0,12,0,0,0,0,3,0,0,1,0,0,0,0
128,https://www.apartments.com/1995-chestnut-street-apartments-san-francisco-ca/kg2nm3c/,1995 Chestnut Street Apartments,San Francisco,3000.0,1,1.0,650.0,98.0,0,12,0,0,0,0,6,1,0,0,1,0,0,0
129,https://www.apartments.com/1995-chestnut-street-apartments-san-francisco-ca/kg2nm3c/,1995 Chestnut Street Apartments,San Francisco,3500.0,2,1.0,950.0,98.0,0,12,0,0,0,0,6,1,0,0,1,0,0,0
131,https://www.apartments.com/the-reserve-at-carlsbad-carlsbad-ca/y4nwber/,The Reserve at Carlsbad,Carlsbad,1855.0,0,1.0,400.0,59.0,0,6,0,1,1,0,3,1,0,1,1,0,0,0
132,https://www.apartments.com/the-reserve-at-carlsbad-carlsbad-ca/y4nwber/,The Reserve at Carlsbad,Carlsbad,2090.0,1,1.0,557.0,59.0,0,6,0,1,1,0,3,1,0,1,1,0,0,0
133,https://www.apartments.com/the-reserve-at-carlsbad-carlsbad-ca/y4nwber/,The Reserve at Carlsbad,Carlsbad,1995.0,1,1.0,557.0,59.0,0,6,0,1,1,0,3,1,0,1,1,0,0,0
137,https://www.apartments.com/the-reserve-at-carlsbad-carlsbad-ca/y4nwber/,The Reserve at Carlsbad,Carlsbad,2225.0,2,2.0,853.0,59.0,0,6,0,1,1,0,3,1,0,1,1,0,0,0
138,https://www.apartments.com/the-reserve-at-carlsbad-carlsbad-ca/y4nwber/,The Reserve at Carlsbad,Carlsbad,2110.0,2,1.0,698.0,59.0,0,6,0,1,1,0,3,1,0,1,1,0,0,0
139,https://www.apartments.com/3695-stevenson-blvd-fremont-ca/evdbm3q/,3695 Stevenson Blvd,Fremont,3290.0,2,2.0,1040.0,59.0,0,12,0,0,1,0,6,0,1,0,1,1,0,0
140,https://www.apartments.com/46728-crawford-st-fremont-ca/dn1sfpk/,46728 Crawford St,Fremont,2199.0,1,1.0,600.0,74.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
141,https://www.apartments.com/46728-crawford-st-fremont-ca/tbzgsh8/,46728 Crawford St,Fremont,2599.0,2,1.0,800.0,74.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
142,https://www.apartments.com/35754-mission-blvd-fremont-ca/w50mrkh/,35754 Mission Blvd,Fremont,5300.0,5,3.0,3693.0,27.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
143,https://www.apartments.com/339-camphor-ave-fremont-ca/52214mn/,339 Camphor Ave,Fremont,3000.0,3,1.0,980.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
144,https://www.apartments.com/34372-eucalyptus-terrace-fremont-ca/khybcm8/,34372 Eucalyptus Terrace,Fremont,4300.0,4,3.0,1929.0,24.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
145,https://www.apartments.com/48035-starlite-ct-fremont-ca/119yh25/,48035 Starlite Ct,Fremont,3250.0,3,2.0,1298.0,46.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
146,https://www.apartments.com/4621-donalbain-cir-fremont-ca/jy7be76/,4621 Donalbain Cir,Fremont,3600.0,3,2.0,1241.0,48.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
147,https://www.apartments.com/324-mayten-way-fremont-ca/b89tp79/,324 Mayten Way,Fremont,3275.0,3,1.5,1000.0,38.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
148,https://www.apartments.com/34689-spoonbill-common-fremont-ca/2tbn0n8/,34689 Spoonbill Common,Fremont,3300.0,3,2.5,1641.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
149,https://www.apartments.com/5554-roundtree-common-fremont-ca/hfy0bx2/,5554 Roundtree Common,Fremont,2290.0,2,1.5,1006.0,60.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
150,https://www.apartments.com/38228-paseo-padre-pkwy-fremont-ca-unit-4/426zpyl/,38228 Paseo Padre Pkwy Unit 4,Fremont,1725.0,1,1.0,750.0,70.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
151,https://www.apartments.com/1018-walnut-ave-fremont-ca/fq554wr/,1018 Walnut Ave,Fremont,3000.0,2,2.0,1270.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
152,https://www.apartments.com/39993-fremont-blvd-fremont-ca-unit-203/1hb5674/,39993 Fremont Blvd Unit 203,Fremont,1995.0,1,1.0,922.0,57.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
153,https://www.apartments.com/40152-kelly-st-fremont-ca/4wy1xzh/,40152 Kelly St,Fremont,3100.0,3,1.5,1050.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
154,https://www.apartments.com/37387-sequoia-rd-fremont-ca/52fz99q/,37387 Sequoia Rd,Fremont,2400.0,2,1.0,750.0,36.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
155,https://www.apartments.com/3909-stevenson-blvd-fremont-ca/6mbkmzt/,3909 Stevenson Blvd,Fremont,1800.0,1,1.0,500.0,60.0,0,12,0,1,1,1,1,0,0,0,1,0,0,0
156,https://www.apartments.com/39224-guardino-dr-fremont-ca-unit-212/mwg84wk/,39224 Guardino Dr Unit 212,Fremont,2500.0,2,2.0,1055.0,73.16099030652344,0,12,0,1,0,0,3,0,0,0,1,0,0,0
157,https://www.apartments.com/32630-endeavour-way-union-city-ca/ms8jrcl/,32630 Endeavour Way,Union City,2500.0,3,1.5,1255.0,56.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
158,https://www.apartments.com/2136-skylark-ct-union-city-ca-unit-3/4cpt6tk/,2136 Skylark Ct Unit #3,Union City,1995.0,2,1.0,903.0,81.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
159,https://www.apartments.com/1229-elkwood-dr-milpitas-ca/zgphhzy/,1229 Elkwood Dr,Milpitas,3450.0,3,2.5,1705.0,40.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
160,https://www.apartments.com/6300-joaquin-murieta-ave-newark-ca/qjyf0ky/,6300 Joaquin Murieta Ave,Newark,2300.0,2,1.5,1112.0,66.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
161,https://www.apartments.com/3410-manchester-common-fremont-ca/txp0r0b/,3410 Manchester Common,Fremont,3100.0,3,2.5,1580.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
162,https://www.apartments.com/4621-donalbain-cir-fremont-ca/q7knyzx/,4621 Donalbain Cir,Fremont,3600.0,3,2.0,1300.0,48.0,0,12,0,0,0,0,1,0,1,0,0,0,0,0
163,https://www.apartments.com/38606-country-common-fremont-ca/d061gbl/,38606 Country Common,Fremont,2150.0,1,1.0,723.0,75.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
164,https://www.apartments.com/45227-onondaga-dr-fremont-ca/1xdp397/,45227 Onondaga Dr,Fremont,3150.0,2,2.0,804.0,24.0,0,12,0,0,0,0,2,0,1,0,0,0,0,0
165,https://www.apartments.com/40251-laiolo-rd-fremont-ca/xn83c3p/,40251 Laiolo Rd,Fremont,3175.0,3,2.0,1248.0,51.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
166,https://www.apartments.com/34044-webfoot-loop-fremont-ca/rwkkr92/,34044 Webfoot Loop,Fremont,4150.0,3,2.0,2102.0,55.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
167,https://www.apartments.com/43164-starr-st-fremont-ca/zkrqdkw/,43164 Starr St,Fremont,2700.0,2,2.0,1200.0,55.0,0,12,0,0,0,0,1,0,1,0,0,0,0,0
168,https://www.apartments.com/3-br-2-bath-house-46904-fernald-common-fremont-ca/bvm2dfb/,"3 br, 2 bath House - 46904 Fernald Common",Fremont,2795.0,3,2.0,1221.0,76.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
169,https://www.apartments.com/3-br-2-bath-house-43222-starr-st-1-fremont-ca/39mtlfe/,"3 br, 2 bath House - 43222 Starr St. #1",Fremont,3290.0,3,2.0,1880.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
170,https://www.apartments.com/4242-walnut-ave-fremont-ca/rq7ry23/,4242 Walnut Ave,Fremont,2395.0,2,2.0,900.0,88.0,0,12,0,0,0,0,1,0,0,0,0,0,0,0
171,https://www.apartments.com/45128-warm-springs-blvd-fremont-ca/y34edmt/,45128 Warm Springs Blvd,Fremont,4490.0,3,2.0,1678.0,30.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
172,https://www.apartments.com/4686-doane-st-fremont-ca/8m4b2e3/,4686 Doane St,Fremont,2090.0,2,1.0,896.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
173,https://www.apartments.com/2-br-1-bath-house-4690-doane-street-fremont-ca/3004cng/,"2 br, 1 bath House - 4690 Doane Street",Fremont,2090.0,2,1.0,896.0,50.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
174,https://www.apartments.com/39993-fremont-blvd-fremont-ca/wvgjx0l/,39993 Fremont Blvd,Fremont,2650.0,2,2.0,1465.0,57.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
175,https://www.apartments.com/40152-kelly-st-fremont-ca/mzmgnlj/,40152 Kelly St,Fremont,3100.0,3,1.0,1050.0,50.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
176,https://www.apartments.com/3395-pinewood-terrace-fremont-ca/4xh2l3k/,3395 Pinewood Terrace,Fremont,2000.0,1,1.0,714.0,65.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
177,https://www.apartments.com/1-bedroom-in-fremont-ca-94536-fremont-ca/6m336ms/,1 bedroom in Fremont CA 94536,Fremont,1700.0,1,1.0,714.0,70.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
178,https://www.apartments.com/4334-othello-dr-fremont-ca/xzfyyjn/,4334 Othello Dr,Fremont,4200.0,4,2.0,2050.0,73.16099030652344,0,12,0,0,0,0,1,0,1,0,0,0,0,0
179,https://www.apartments.com/4192-glenwood-terrace-union-city-ca/rkgkrz3/,4192 Glenwood Terrace,Union City,3100.0,3,2.0,1683.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
180,https://www.apartments.com/great-2-bedroom-2-bath-condo-must-see-newark-ca/d6ew6wk/,Great 2 bedroom 2 bath condo - must see!,Newark,2895.0,2,2.0,1390.0,55.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
181,https://www.apartments.com/710-arbor-way-milpitas-ca/18wfkg5/,710 Arbor Way,Milpitas,2800.0,3,2.0,1044.0,76.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
182,https://www.apartments.com/1070-tourmaline-terrace-union-city-ca/8dvdyk2/,1070 Tourmaline Terrace,Union City,3200.0,3,2.0,1431.0,18.0,0,12,0,0,0,0,0,0,1,0,0,0,0,0
183,https://www.apartments.com/4-bedroom-in-newark-ca-94560-newark-ca/mwznt5h/,4 bedroom in Newark CA 94560,Newark,3950.0,4,3.0,1915.0,55.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
184,https://www.apartments.com/4904-bridgepointe-pl-union-city-ca/kt9dkb8/,4904 Bridgepointe Pl,Union City,2650.0,2,1.5,946.0,14.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
185,https://www.apartments.com/262-wild-rose-way-milpitas-ca/y8nm0vr/,262 Wild Rose Way,Milpitas,4495.0,4,3.5,2018.0,51.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
186,https://www.apartments.com/1996-lee-way-milpitas-ca/nftrwqp/,1996 Lee Way,Milpitas,4200.0,4,3.5,2135.0,39.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
187,https://www.apartments.com/378-san-miguel-ct-milpitas-ca/t4drv78/,378 San Miguel Ct,Milpitas,2495.0,2,1.0,924.0,77.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
188,https://www.apartments.com/1575-mt-shasta-ave-milpitas-ca/h0520k1/,1575 Mt Shasta Ave,Milpitas,3500.0,3,2.0,1064.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
189,https://www.apartments.com/700-s-abel-st-milpitas-ca/94629r6/,700 S Abel St,Milpitas,2800.0,2,2.0,1259.0,79.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
190,https://www.apartments.com/802-debut-ct-san-jose-ca/gv124mw/,802 Debut Ct,San Jose,2300.0,1,1.0,776.0,73.16099030652344,0,12,0,1,0,0,0,0,0,0,0,0,0,0
191,https://www.apartments.com/476-dempsey-rd-milpitas-ca/n86276n/,476 Dempsey Rd,Milpitas,2250.0,2,1.0,842.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
192,https://www.apartments.com/378-san-miguel-ct-milpitas-ca/d3x3myh/,378 San Miguel Ct,Milpitas,2575.0,2,1.0,900.0,77.0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
193,https://www.apartments.com/43-hemlock-ln-milpitas-ca/vc7sjze/,43 Hemlock Ln,Milpitas,2495.0,2,1.0,980.0,38.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
194,https://www.apartments.com/updated-2-bedroom-condo-milpitas-ca-unit-4/kmm24hb/,Updated 2 Bedroom Condo,Milpitas,2495.0,2,1.0,924.0,77.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
195,https://www.apartments.com/1791-snell-pl-milpitas-ca/zhghthx/,1791 Snell Pl,Milpitas,3250.0,3,2.0,1359.0,46.0,0,12,0,0,0,0,1,0,1,0,0,0,0,0
196,https://www.apartments.com/2-bedroom-in-milpitas-ca-95035-milpitas-ca-unit-2/chrjrmf/,2 bedroom in Milpitas CA 95035,Milpitas,2395.0,2,1.0,900.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
197,https://www.apartments.com/43-shadow-dance-dr-milpitas-ca/q6chqtz/,43 Shadow Dance Dr,Milpitas,3195.0,2,2.0,1353.0,80.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
198,https://www.apartments.com/1-br-1-bath-house-800-s-abel-508-milpitas-ca/bkzbkvc/,"1 br, 1 bath House - 800 S. Abel #508",Milpitas,2400.0,1,1.0,932.0,76.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
199,https://www.apartments.com/5-br-25-bath-house-2415-lacey-dr-milpitas-ca/6wvqmcv/,"5 br, 2.5 bath House - 2415 Lacey Dr",Milpitas,4300.0,5,2.5,1980.0,9.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
200,https://www.apartments.com/200-alicia-way-los-altos-ca/315emfe/,200 Alicia Way,Los Altos,5000.0,4,2.5,1885.0,43.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
201,https://www.apartments.com/647-paco-dr-los-altos-ca/17j2b65/,647 Paco Dr,Los Altos,3100.0,2,1.0,700.0,73.16099030652344,0,12,0,0,0,0,0,0,0,0,0,0,0,0
202,https://www.apartments.com/73-3rd-st-los-altos-ca/b9ryd9c/,73 3rd St,Los Altos,3400.0,2,1.5,1072.0,87.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
203,https://www.apartments.com/461-distel-dr-los-altos-ca/c71je5g/,461 Distel Dr,Los Altos,6988.0,5,3.0,2200.0,38.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
