,url,property_name,city,rent_updated,n_bed,n_bath,sq_ft_updated,walkscore,allow_pet,minimum_lease,onsite_parking,pool,fitness_center,elevator,kitchen_features,security_system,washer_dryer,internet,air_conditioning,furnished
7637,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2076.5,0,1.0,523.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7638,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2072.5,1,1.0,844.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7639,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2149.5,1,1.0,696.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7640,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2346.0,1,1.0,860.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7641,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2433.0,2,2.0,997.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7642,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2561.5,2,2.0,1052.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7643,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2640.0,2,2.0,1066.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7644,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2715.5,2,2.0,1052.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7645,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,2726.0,2,2.0,1079.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7646,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,3118.5,3,2.0,1236.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7647,https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,The Charlie - Orange County,Santa Ana,3201.0,3,2.0,1239.0,44.0,1,13,1,1,1,1,11,1,1,1,1,0
7648,https://www.apartments.com/foundry-commons-san-jose-ca/v7v04xe/,Foundry Commons,San Jose,2973.0,1,1.0,726.0,80.0,1,4,1,1,1,0,3,1,1,0,1,0
7649,https://www.apartments.com/foundry-commons-san-jose-ca/v7v04xe/,Foundry Commons,San Jose,2977.0,1,1.0,665.0,80.0,1,4,1,1,1,0,3,1,1,0,1,0
7650,https://www.apartments.com/foundry-commons-san-jose-ca/v7v04xe/,Foundry Commons,San Jose,3746.0,2,2.0,980.0,80.0,1,4,1,1,1,0,3,1,1,0,1,0
7651,https://www.apartments.com/foundry-commons-san-jose-ca/v7v04xe/,Foundry Commons,San Jose,3711.0,2,2.0,1010.0,80.0,1,4,1,1,1,0,3,1,1,0,1,0
7652,https://www.apartments.com/bellevue-apts-burlingame-ca/d9nqwvh/,Bellevue Apts,Burlingame,1900.0,0,1.0,430.0,93.0,1,12,1,0,0,0,1,0,0,0,0,0
7653,https://www.apartments.com/marina-court-apartments-san-francisco-ca/mv4zmsj/,Marina Court Apartments,San Francisco,3595.0,1,1.0,740.0,98.0,1,12,1,0,0,0,0,1,0,1,0,0
7654,https://www.apartments.com/300-s-clark-dr-los-angeles-ca/58cjy2p/,300 S Clark Dr,Los Angeles,1895.0,1,1.0,550.0,90.0,1,12,1,0,0,0,0,0,0,0,0,0
7655,https://www.apartments.com/camden-avenue-los-angeles-ca/1vyfyw5/,Camden Avenue,Los Angeles,2195.0,1,1.0,660.0,92.0,1,12,1,1,0,0,1,0,0,1,1,0
7656,https://www.apartments.com/shoreland-plaza-santa-monica-ca/zf5edqy/,Shoreland Plaza,Santa Monica,2295.0,0,1.0,313.0,77.0,1,12,1,0,0,0,7,1,1,0,1,0
7657,https://www.apartments.com/shoreland-plaza-santa-monica-ca/zf5edqy/,Shoreland Plaza,Santa Monica,4045.0,2,2.0,887.5,77.0,1,12,1,0,0,0,7,1,1,0,1,0
7658,https://www.apartments.com/the-park-winona-los-angeles-ca/79lrgky/,The Park Winona,Los Angeles,1550.0,0,1.0,500.0,84.0,1,12,1,0,0,1,2,1,0,0,0,0
